idLobbyGame,idPlayer,idRoom,qtKill,qtAssist,qtDeath,qtHs,qtBombeDefuse,qtBombePlant,qtTk,qtTkAssist,qt1Kill,qt2Kill,qt3Kill,qt4Kill,qt5Kill,qtPlusKill,qtFirstKill,vlDamage,qtHits,qtShots,qtLastAlive,qtClutchWon,qtRoundsPlayed,descMapName,vlLevel,qtSurvived,qtTrade,qtFlashAssist,qtHitHeadshot,qtHitChest,qtHitStomach,qtHitLeftAtm,qtHitRightArm,qtHitLeftLeg,qtHitRightLeg,flWinner,dtCreatedAt,Op
205648,465,32912,19,8,20,10,1,1,0.0,0.0,11,4,0,0,0,0,5,2635,52.0,455,0.0,0,27,de_mirage,18,7.0,5.0,1.0,12.0,18.0,12.0,3.0,4.0,2.0,1.0,1,2022-02-12 13:27:48,I
206180,469,33452,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,42,1.0,18,0.0,1,21,de_dust2,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2022-02-12 13:27:48,I
206574,475,33851,2,2,16,2,0,0,0.0,3.0,2,0,0,0,0,0,0,530,16.0,332,1.0,0,17,de_inferno,0,0.0,0.0,0.0,2.0,7.0,3.0,0.0,1.0,0.0,3.0,0,2022-02-12 13:27:48,I
207368,502,34660,29,5,21,20,1,2,0.0,0.0,10,6,1,1,0,0,2,3809,87.0,535,1.0,1,35,de_mirage,19,13.0,2.0,1.0,22.0,43.0,12.0,4.0,4.0,1.0,1.0,1,2022-02-12 13:27:48,I
208068,518,35370,10,6,19,4,0,3,0.0,0.0,5,1,1,0,0,0,2,1945,68.0,511,1.0,0,29,de_inferno,4,9.0,3.0,0.0,4.0,19.0,24.0,6.0,4.0,4.0,7.0,0,2022-02-12 13:27:48,I
209193,538,36513,21,4,22,6,0,5,0.0,0.0,16,1,1,0,0,0,3,2566,80.0,282,1.0,1,30,de_overpass,9,7.0,5.0,0.0,9.0,35.0,24.0,0.0,5.0,2.0,5.0,1,2022-02-12 13:27:48,I
210626,559,37967,16,2,18,10,0,1,0.0,0.0,8,4,0,0,0,0,2,2664,52.0,244,0.0,0,19,de_dust2,15,1.0,1.0,0.0,11.0,25.0,9.0,1.0,3.0,2.0,1.0,0,2022-02-12 13:27:48,I
210747,562,38089,14,4,23,4,0,0,0.0,0.0,9,1,1,0,0,0,3,1884,53.0,486,1.0,1,27,de_mirage,0,3.0,5.0,0.0,8.0,28.0,13.0,0.0,1.0,2.0,1.0,1,2022-02-12 13:27:48,I
211576,572,38926,25,3,20,10,0,1,0.0,0.0,9,3,2,1,0,0,4,3466,97.0,466,0.0,0,24,de_dust2,12,4.0,1.0,0.0,13.0,50.0,20.0,2.0,7.0,2.0,3.0,0,2022-02-12 13:27:48,I
204162,606,41350,32,5,25,14,0,3,0.0,0.0,15,4,3,0,0,0,3,4022,95.0,884,0.0,0,35,de_mirage,17,10.0,4.0,3.0,17.0,44.0,13.0,5.0,12.0,1.0,3.0,1,2022-02-12 13:27:48,I
214292,610,41683,17,3,20,10,0,0,0.0,0.0,9,4,0,0,0,0,3,2316,71.0,525,0.0,0,24,de_train,9,5.0,2.0,1.0,12.0,38.0,12.0,0.0,8.0,1.0,0.0,0,2022-02-12 13:27:48,I
214835,618,42227,15,2,17,6,0,4,0.0,0.0,6,3,1,0,0,0,0,1962,52.0,300,1.0,0,26,de_mirage,9,8.0,2.0,0.0,7.0,18.0,10.0,3.0,8.0,3.0,3.0,0,2022-02-12 13:27:48,I
218456,678,45900,11,2,22,3,0,1,0.0,0.0,6,1,1,0,0,0,1,1770,53.0,472,0.0,0,26,de_inferno,5,3.0,4.0,0.0,3.0,26.0,11.0,1.0,5.0,3.0,4.0,0,2022-02-12 13:27:48,I
223341,738,50878,15,2,10,8,0,1,0.0,0.0,8,0,1,1,0,0,4,2010,59.0,230,0.0,0,19,de_nuke,1,9.0,3.0,0.0,11.0,31.0,7.0,4.0,4.0,1.0,1.0,1,2022-02-12 13:27:48,I
223346,739,50883,24,4,13,9,0,0,1.0,0.0,9,6,1,0,0,0,1,2756,85.0,382,0.0,0,25,de_vertigo,15,12.0,2.0,0.0,10.0,50.0,14.0,2.0,9.0,0.0,0.0,1,2022-02-12 13:27:48,I
227439,796,55084,22,8,13,8,0,2,0.0,0.0,5,3,2,0,1,0,0,2966,73.0,507,1.0,2,22,de_inferno,11,8.0,4.0,0.0,10.0,28.0,19.0,2.0,5.0,4.0,5.0,1,2022-02-12 13:27:48,I
229179,836,56862,14,5,24,7,0,0,0.0,0.0,9,1,1,0,0,0,3,1926,34.0,217,2.0,1,30,de_overpass,11,4.0,2.0,0.0,8.0,15.0,4.0,0.0,3.0,0.0,4.0,0,2022-02-12 13:27:48,I
233386,903,61157,10,0,17,5,0,1,0.0,0.0,2,2,0,1,0,0,2,1374,30.0,174,0.0,0,19,de_mirage,5,2.0,0.0,0.0,6.0,18.0,3.0,1.0,0.0,1.0,1.0,0,2022-02-12 13:27:48,I
234900,922,62704,21,3,15,6,0,5,0.0,1.0,12,3,1,0,0,0,1,2462,55.0,421,1.0,1,27,de_mirage,13,11.0,1.0,0.0,8.0,28.0,7.0,0.0,1.0,4.0,7.0,1,2022-02-12 13:27:48,I
235600,935,63416,19,4,18,9,1,0,0.0,0.0,5,4,2,0,0,0,2,2185,49.0,272,1.0,0,22,de_overpass,10,3.0,2.0,0.0,12.0,28.0,5.0,0.0,3.0,1.0,0.0,0,2022-02-12 13:27:48,I
235764,940,63585,18,4,15,7,1,0,0.0,0.0,7,4,1,0,0,0,2,2219,58.0,436,0.0,0,23,de_vertigo,9,8.0,2.0,0.0,9.0,27.0,16.0,0.0,6.0,0.0,0.0,1,2022-02-12 13:27:48,I
235789,942,63611,23,5,17,8,0,3,0.0,1.0,12,4,1,0,0,0,4,2811,80.0,426,1.0,1,26,de_mirage,0,8.0,3.0,1.0,12.0,36.0,20.0,0.0,5.0,3.0,4.0,1,2022-02-12 13:27:48,I
239584,1019,67484,15,0,4,8,0,0,0.0,0.0,9,0,2,0,0,0,2,1786,35.0,163,0.0,0,18,de_nuke,10,14.0,0.0,0.0,8.0,12.0,6.0,2.0,4.0,2.0,1.0,1,2022-02-12 13:27:48,I
243051,1089,71050,6,0,10,3,0,0,0.0,0.0,3,0,1,0,0,0,0,1086,27.0,146,0.0,0,11,de_mirage,8,0.0,0.0,2.0,3.0,7.0,9.0,1.0,3.0,1.0,3.0,0,2022-02-12 13:27:48,I
244292,1111,72316,27,6,31,7,1,2,0.0,1.0,14,5,1,0,0,0,1,3394,90.0,805,0.0,0,41,de_dust2,11,10.0,4.0,0.0,10.0,41.0,18.0,3.0,7.0,7.0,4.0,1,2022-02-12 13:27:48,I
248004,1173,76142,9,3,19,1,0,0,0.0,0.0,7,1,0,0,0,0,1,1266,36.0,442,0.0,0,24,de_overpass,10,5.0,4.0,1.0,2.0,13.0,14.0,1.0,2.0,3.0,1.0,0,2022-02-12 13:27:48,I
249266,1195,77452,20,3,19,8,0,0,0.0,0.0,10,2,2,0,0,0,3,2634,44.0,250,0.0,0,26,de_dust2,13,7.0,2.0,0.0,8.0,21.0,6.0,1.0,6.0,1.0,1.0,1,2022-02-12 13:27:48,I
253240,1251,81522,13,9,23,7,0,2,0.0,1.0,5,4,0,0,0,0,3,2091,59.0,382,0.0,0,29,de_dust2,3,6.0,6.0,0.0,12.0,22.0,15.0,0.0,4.0,3.0,3.0,1,2022-02-12 13:27:48,I
257113,1306,85492,16,2,20,6,0,2,0.0,0.0,9,2,1,0,0,0,4,2191,57.0,391,0.0,0,22,de_inferno,15,2.0,5.0,0.0,10.0,23.0,8.0,4.0,7.0,3.0,2.0,0,2022-02-12 13:27:48,I
257208,1308,85588,21,2,11,10,1,2,0.0,0.0,4,7,1,0,0,0,3,2588,56.0,590,2.0,1,22,de_inferno,9,9.0,4.0,0.0,11.0,25.0,12.0,1.0,4.0,1.0,2.0,1,2022-02-12 13:27:48,I
257726,1318,86116,14,4,15,5,1,2,0.0,0.0,7,2,1,0,0,0,1,1751,48.0,324,0.0,0,27,de_mirage,14,12.0,3.0,1.0,8.0,25.0,11.0,1.0,2.0,1.0,0.0,1,2022-02-12 13:27:48,I
261525,1379,90038,22,5,20,7,0,3,0.0,0.0,10,3,2,0,0,0,4,2736,72.0,410,0.0,0,23,de_nuke,7,3.0,2.0,0.0,7.0,28.0,20.0,1.0,7.0,7.0,2.0,0,2022-02-12 13:27:48,I
263267,1401,91822,20,3,16,8,0,2,0.0,1.0,6,7,0,0,0,0,0,2454,66.0,742,1.0,1,26,de_dust2,7,9.0,2.0,1.0,10.0,30.0,11.0,4.0,4.0,2.0,5.0,1,2022-02-12 13:27:48,I
263343,1403,91901,19,4,23,6,0,0,0.0,0.0,8,4,1,0,0,0,4,2462,58.0,359,0.0,0,30,de_mirage,9,7.0,3.0,0.0,10.0,21.0,15.0,1.0,7.0,2.0,2.0,0,2022-02-12 13:27:48,I
264504,1422,93096,13,4,23,4,1,0,0.0,0.0,5,4,0,0,0,0,0,2190,62.0,404,1.0,1,27,de_mirage,19,3.0,6.0,0.0,6.0,25.0,19.0,2.0,8.0,1.0,1.0,0,2022-02-12 13:27:48,I
200625,1445,27840,3,1,1,0,0,0,0.0,0.0,1,1,0,0,0,0,2,375,13.0,52,0.0,0,3,de_inferno,9,2.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,3.0,1.0,1,2022-02-12 13:27:48,I
265573,1446,94201,12,4,17,4,1,1,0.0,1.0,4,1,2,0,0,0,0,2110,64.0,264,1.0,1,24,de_vertigo,9,6.0,0.0,0.0,6.0,30.0,16.0,1.0,9.0,1.0,1.0,0,2022-02-12 13:27:48,I
266044,1456,94692,8,3,17,6,0,1,0.0,0.0,6,1,0,0,0,0,1,1471,39.0,327,1.0,0,20,de_mirage,5,2.0,3.0,1.0,7.0,19.0,10.0,1.0,1.0,0.0,1.0,0,2022-02-12 13:27:48,I
266359,1465,95014,17,5,20,5,0,0,0.0,1.0,6,4,1,0,0,0,3,2196,70.0,430,0.0,0,23,de_dust2,7,2.0,3.0,0.0,7.0,32.0,15.0,0.0,10.0,2.0,4.0,0,2022-02-12 13:27:48,I
268368,1497,97097,11,1,9,4,1,6,0.0,0.0,3,4,0,0,0,0,2,1405,24.0,367,2.0,1,20,de_inferno,11,9.0,2.0,1.0,4.0,14.0,5.0,1.0,0.0,0.0,0.0,1,2022-02-12 13:27:48,I
268822,1503,97564,31,3,19,9,1,5,0.0,0.0,10,5,1,2,0,0,5,3706,85.0,410,3.0,2,36,de_mirage,7,14.0,3.0,0.0,14.0,32.0,21.0,1.0,6.0,5.0,6.0,1,2022-02-12 13:27:48,I
269675,1512,98446,7,5,20,4,0,1,0.0,0.0,5,1,0,0,0,0,0,1742,54.0,409,0.0,0,23,de_mirage,14,3.0,2.0,0.0,8.0,23.0,11.0,0.0,1.0,4.0,7.0,0,2022-02-12 13:27:48,I
270132,1520,98917,19,5,19,6,0,0,0.0,0.0,8,4,1,0,0,0,5,2327,55.0,267,0.0,0,23,de_train,19,4.0,3.0,0.0,6.0,22.0,18.0,2.0,5.0,1.0,1.0,0,2022-02-12 13:27:48,I
270542,1529,99339,15,1,18,5,0,0,0.0,0.0,6,3,1,0,0,0,1,1954,38.0,254,0.0,0,22,de_dust2,20,4.0,1.0,0.0,6.0,23.0,3.0,3.0,3.0,0.0,0.0,0,2022-02-12 13:27:48,I
271682,1544,100531,21,3,16,6,0,0,0.0,0.0,9,3,2,0,0,0,5,2964,76.0,586,0.0,0,24,de_mirage,11,7.0,4.0,1.0,9.0,40.0,16.0,6.0,3.0,2.0,0.0,1,2022-02-12 13:27:48,I
273929,1578,102868,17,3,20,3,0,3,1.0,0.0,10,2,1,0,0,0,1,2134,60.0,542,0.0,0,28,de_ancient,16,8.0,5.0,0.0,3.0,21.0,19.0,5.0,2.0,7.0,3.0,1,2022-02-12 13:27:48,I
274365,1590,103312,10,3,14,1,0,0,0.0,0.0,8,1,0,0,0,0,1,1343,46.0,316,0.0,0,22,de_inferno,12,8.0,4.0,0.0,2.0,21.0,12.0,3.0,3.0,3.0,2.0,1,2022-02-12 13:27:48,I
275814,1608,104799,18,8,19,7,0,2,0.0,0.0,7,4,1,0,0,0,1,2741,56.0,821,1.0,0,30,de_inferno,10,10.0,7.0,2.0,8.0,23.0,10.0,1.0,5.0,5.0,4.0,0,2022-02-12 13:27:48,I
253622,1610,104867,15,4,21,7,0,1,0.0,0.0,8,2,1,0,0,0,5,2444,59.0,579,2.0,2,30,de_dust2,13,7.0,2.0,1.0,8.0,34.0,13.0,2.0,1.0,0.0,1.0,1,2022-02-12 13:27:48,I
276083,1613,105082,24,5,19,10,2,0,0.0,0.0,11,5,1,0,0,0,2,2850,64.0,535,4.0,2,30,de_mirage,15,7.0,2.0,1.0,12.0,29.0,5.0,5.0,8.0,2.0,3.0,0,2022-02-12 13:27:48,I
195546,1614,105261,23,3,26,12,0,4,0.0,0.0,10,5,1,0,0,0,2,3327,77.0,506,0.0,0,36,de_vertigo,17,10.0,5.0,1.0,12.0,42.0,12.0,1.0,5.0,5.0,0.0,1,2022-02-12 13:27:48,I
277115,1631,106162,12,1,20,4,1,1,0.0,1.0,8,2,0,0,0,0,1,1565,49.0,330,1.0,0,28,de_mirage,7,7.0,3.0,0.0,5.0,11.0,15.0,0.0,5.0,8.0,5.0,0,2022-02-12 13:27:48,I
277407,1634,106463,6,2,9,3,0,0,0.0,0.0,2,2,0,0,0,0,1,717,18.0,98,0.0,0,9,de_nuke,10,0.0,2.0,0.0,3.0,8.0,4.0,0.0,2.0,0.0,1.0,0,2022-02-12 13:27:48,I
279991,1673,109145,31,5,23,8,0,3,1.0,0.0,6,2,3,3,0,0,3,4100,143.0,784,0.0,0,29,de_inferno,10,6.0,3.0,0.0,12.0,68.0,39.0,4.0,12.0,3.0,5.0,0,2022-02-12 13:27:48,I
280604,1686,109779,10,4,26,3,0,1,0.0,0.0,10,0,0,0,0,0,2,1800,60.0,330,0.0,1,30,de_inferno,5,4.0,2.0,0.0,6.0,21.0,20.0,0.0,4.0,5.0,4.0,1,2022-02-12 13:27:48,I
281047,1697,110236,37,1,21,19,0,0,0.0,1.0,11,5,2,1,1,0,2,4211,114.0,643,1.0,1,34,de_overpass,19,12.0,2.0,1.0,20.0,66.0,16.0,2.0,4.0,3.0,3.0,0,2022-02-12 13:27:48,I
281932,1718,111188,43,9,13,19,1,0,0.0,0.0,4,9,3,3,0,0,8,5258,121.0,759,0.0,0,25,de_dust2,18,12.0,0.0,0.0,24.0,52.0,24.0,1.0,9.0,7.0,4.0,1,2022-02-12 13:27:48,I
283817,1754,113129,23,6,18,15,0,1,0.0,0.0,7,3,2,1,0,0,2,3250,83.0,438,0.0,0,22,de_ancient,11,4.0,1.0,0.0,17.0,35.0,17.0,0.0,6.0,7.0,1.0,0,2022-02-12 13:27:48,I
285775,1780,115167,18,6,26,11,0,0,0.0,0.0,9,3,1,0,0,0,1,2530,61.0,431,0.0,1,36,de_train,12,10.0,2.0,1.0,12.0,30.0,8.0,1.0,5.0,4.0,1.0,1,2022-02-12 13:27:48,I
286254,1788,115666,24,4,28,7,1,2,0.0,0.0,9,3,3,0,0,0,6,3409,87.0,350,2.0,1,34,de_inferno,11,4.0,8.0,1.0,13.0,48.0,11.0,3.0,10.0,0.0,2.0,1,2022-02-12 13:27:48,I
287005,1809,116438,23,4,24,9,0,0,0.0,0.0,8,4,1,1,0,0,3,2856,76.0,384,0.0,0,29,de_dust2,7,4.0,3.0,0.0,9.0,31.0,20.0,4.0,5.0,4.0,3.0,0,2022-02-12 13:27:48,I
287878,1820,117350,20,4,15,5,1,0,0.0,0.0,8,4,0,1,0,0,1,2494,82.0,491,2.0,2,24,de_vertigo,12,7.0,4.0,1.0,7.0,42.0,16.0,3.0,9.0,2.0,3.0,1,2022-02-12 13:27:48,I
290461,1866,120041,14,0,14,7,0,3,0.0,0.0,7,2,1,0,0,0,1,1633,37.0,306,1.0,1,23,de_dust2,4,8.0,3.0,0.0,8.0,12.0,7.0,0.0,4.0,4.0,2.0,1,2022-02-12 13:27:48,I
177322,1886,4415,20,5,19,5,0,0,0.0,2.0,7,5,1,0,0,0,1,2899,80.0,660,0.0,0,28,de_inferno,14,9.0,1.0,0.0,11.0,42.0,15.0,0.0,7.0,2.0,3.0,0,2022-02-12 13:27:48,I
300636,1990,130684,19,1,10,6,0,1,0.0,0.0,11,4,0,0,0,0,3,2286,67.0,513,2.0,0,22,de_inferno,5,10.0,0.0,0.0,7.0,30.0,16.0,1.0,4.0,2.0,7.0,1,2022-02-12 13:27:48,I
302739,2013,132883,8,6,17,3,0,1,0.0,0.0,8,0,0,0,0,0,1,1629,65.0,385,2.0,0,26,de_inferno,4,7.0,1.0,0.0,3.0,29.0,20.0,4.0,4.0,2.0,3.0,0,2022-02-12 13:27:48,I
291535,2039,134257,26,2,16,11,0,0,0.0,0.0,10,5,2,0,0,0,3,3262,82.0,469,1.0,0,23,de_dust2,10,6.0,4.0,0.0,14.0,36.0,18.0,4.0,3.0,4.0,3.0,1,2022-02-12 13:27:48,I
191375,2042,134387,25,8,18,13,0,2,0.0,0.0,9,3,2,1,0,0,4,3427,69.0,444,0.0,0,27,de_dust2,20,9.0,5.0,1.0,16.0,30.0,14.0,3.0,5.0,0.0,1.0,0,2022-02-12 13:27:48,I
304223,2045,134451,9,3,20,6,0,0,0.0,0.0,5,2,0,0,0,0,2,1391,26.0,247,0.0,0,23,de_mirage,9,3.0,2.0,0.0,7.0,9.0,4.0,4.0,2.0,0.0,0.0,0,2022-02-12 13:27:48,I
309701,2110,140210,25,2,18,9,0,3,0.0,1.0,7,3,4,0,0,0,2,3264,90.0,574,1.0,1,28,de_inferno,7,9.0,3.0,0.0,10.0,40.0,19.0,3.0,6.0,4.0,8.0,1,2022-02-12 13:27:48,I
312840,2156,143516,13,4,18,2,0,4,0.0,0.0,11,1,0,0,0,0,0,1749,46.0,416,0.0,0,29,de_mirage,9,11.0,3.0,0.0,4.0,17.0,16.0,2.0,3.0,3.0,1.0,0,2022-02-12 13:27:48,I
313805,2174,144536,23,9,14,12,1,1,0.0,0.0,8,1,3,1,0,0,4,3462,75.0,465,8.0,2,27,de_dust2,7,10.0,1.0,0.0,13.0,35.0,17.0,3.0,2.0,3.0,2.0,1,2022-02-12 13:27:48,I
314382,2186,145143,9,3,20,2,1,0,0.0,0.0,4,1,1,0,0,0,0,1326,36.0,362,2.0,1,26,de_inferno,4,4.0,2.0,0.0,4.0,19.0,5.0,2.0,1.0,3.0,2.0,0,2022-02-12 13:27:48,I
317347,2233,148267,31,1,19,11,1,4,0.0,1.0,12,5,3,0,0,0,3,3377,77.0,604,2.0,1,28,de_mirage,6,6.0,3.0,1.0,12.0,25.0,25.0,1.0,4.0,5.0,5.0,0,2022-02-12 13:27:48,I
323880,2310,155143,0,0,17,7,0,1,12.0,3.0,0,0,0,0,0,0,0,1626,46.0,343,0.0,0,24,de_mirage,10,6.0,0.0,0.0,9.0,18.0,11.0,3.0,4.0,0.0,1.0,1,2022-02-12 13:27:48,I
262278,2334,156347,25,3,17,7,0,1,0.0,0.0,8,4,3,0,0,0,3,2745,77.0,647,1.0,1,27,de_inferno,20,9.0,2.0,0.0,8.0,30.0,20.0,6.0,6.0,3.0,4.0,1,2022-02-12 13:27:48,I
326728,2359,158156,20,5,20,3,1,0,0.0,0.0,7,5,1,0,0,0,5,2460,50.0,378,1.0,0,30,de_inferno,11,8.0,4.0,0.0,3.0,25.0,8.0,4.0,7.0,1.0,2.0,1,2022-02-12 13:27:48,I
326868,2360,158307,19,3,20,6,0,3,0.0,1.0,11,1,2,0,0,0,1,2419,62.0,455,0.0,1,28,de_dust2,20,7.0,4.0,0.0,6.0,33.0,8.0,3.0,6.0,3.0,3.0,1,2022-02-12 13:27:48,I
330515,2403,162186,25,3,20,8,0,0,0.0,1.0,6,4,1,2,0,0,4,3255,89.0,506,0.0,0,23,de_overpass,11,3.0,2.0,0.0,13.0,41.0,20.0,7.0,5.0,1.0,2.0,0,2022-02-12 13:27:48,I
334085,2466,165972,12,4,20,5,0,1,0.0,2.0,6,3,0,0,0,0,4,1857,55.0,216,0.0,0,22,de_vertigo,4,2.0,4.0,0.0,13.0,25.0,8.0,2.0,4.0,2.0,1.0,0,2022-02-12 13:27:48,I
337290,2536,169400,16,5,18,5,0,2,0.0,0.0,5,1,3,0,0,0,1,2058,48.0,290,0.0,0,24,de_vertigo,14,6.0,1.0,0.0,6.0,23.0,13.0,0.0,4.0,1.0,1.0,0,2022-02-12 13:27:48,I
298504,2552,128440,15,3,20,5,1,1,0.0,0.0,7,4,0,0,0,0,2,1823,36.0,230,1.0,1,24,de_mirage,10,3.0,2.0,0.0,7.0,13.0,9.0,2.0,2.0,2.0,1.0,0,2022-02-12 13:27:48,I
202891,2553,30121,15,0,21,4,0,2,0.0,0.0,5,5,0,0,0,0,3,1923,57.0,364,0.0,0,27,de_mirage,4,6.0,1.0,0.0,4.0,22.0,15.0,3.0,7.0,1.0,5.0,0,2022-02-12 13:27:48,I
338754,2573,170967,26,8,11,12,1,3,0.0,0.0,9,5,1,1,0,0,0,3446,99.0,495,1.0,1,21,de_mirage,14,9.0,1.0,1.0,13.0,32.0,31.0,4.0,10.0,6.0,3.0,1,2022-02-12 13:27:48,I
341203,2621,173570,5,3,20,3,0,2,0.0,0.0,3,1,0,0,0,0,1,1134,40.0,201,0.0,0,17,de_train,10,0.0,1.0,0.0,3.0,14.0,10.0,0.0,4.0,3.0,6.0,0,2022-02-12 13:27:48,I
342038,2644,174458,14,6,17,9,1,2,1.0,0.0,10,1,0,0,0,0,3,1978,50.0,475,0.0,0,23,de_dust2,14,7.0,4.0,1.0,9.0,21.0,8.0,5.0,1.0,3.0,3.0,1,2022-02-12 13:27:48,I
343099,2664,175604,17,3,18,9,0,0,0.0,0.0,7,1,2,0,0,0,5,2160,57.0,411,1.0,1,26,de_mirage,3,6.0,0.0,0.0,11.0,24.0,10.0,3.0,5.0,3.0,1.0,1,2022-02-12 13:27:48,I
343568,2675,176103,14,5,21,4,1,1,0.0,0.0,8,3,0,0,0,0,2,2179,51.0,766,0.0,0,30,de_inferno,13,9.0,4.0,1.0,5.0,26.0,11.0,3.0,2.0,2.0,2.0,0,2022-02-12 13:27:48,I
